c_pse,c_amp,performance
0.2,0.0,0.011918615328890603
0.2,0.050000000000000044,0.01578246994582593
0.2,0.10000000000000009,0.019841806999215988
0.2,0.15000000000000002,0.023997629748951862
0.2,0.20000000000000007,0.028207324284870192
0.2,0.25,0.032449931189854335
0.2,0.30000000000000004,0.03671404235862812
0.2,0.3500000000000001,0.04099294768086827
0.2,0.4,0.04528245348909523
0.2,0.45000000000000007,0.049579808486803864
0.2,0.5,0.05388313471165749
0.30000000000000004,-0.5,0.038288687927112625
0.30000000000000004,-0.45,0.03415416301620564
0.30000000000000004,-0.4,0.030068717987631992
0.30000000000000004,-0.35,0.026055449975511923
0.30000000000000004,-0.3,0.022153619734876978
0.30000000000000004,-0.25,0.01843412550714361
0.30000000000000004,-0.19999999999999996,0.015032924565538794
0.30000000000000004,-0.14999999999999997,0.012218771652572243
0.30000000000000004,-0.09999999999999998,0.010475956391981199
0.30000000000000004,-0.04999999999999999,0.010360051441964278
0.30000000000000004,0.0,0.011918615328890603
0.30000000000000004,0.050000000000000044,0.014625793611303688
0.30000000000000004,0.10000000000000009,0.01796975258837203
0.30000000000000004,0.15000000000000002,0.021657513692449098
0.30000000000000004,0.20000000000000007,0.025540585594586544
0.30000000000000004,0.25,0.02954205219030409
0.30000000000000004,0.30000000000000004,0.03361966544508384
0.30000000000000004,0.3500000000000001,0.037748757378072
0.30000000000000004,0.4,0.04191411676824635
0.30000000000000004,0.45000000000000007,0.04610591510056275
0.30000000000000004,0.5,0.05031754517047584
0.4,-0.5,0.041170899257847005
0.4,-0.45,0.03702336206278723
0.4,-0.4,0.03292376865857258
0.4,-0.35,0.028892534649156507
0.4,-0.3,0.024962800038071505
0.4,-0.25,0.021191107204374806
0.4,-0.19999999999999996,0.017678899141982757
0.4,-0.14999999999999997,0.014614470114103387
0.4,-0.09999999999999998,0.012336158643523238
0.4,-0.04999999999999999,0.011328622818280025
0.4,0.0,0.011918615328890603
0.4,0.050000000000000044,0.01390424033436588
0.4,0.10000000000000009,0.016797655155172037
0.4,0.15000000000000002,0.020212702680910286
0.4,0.20000000000000007,0.023927061920348845
0.4,0.25,0.02782110792423744
0.4,0.30000000000000004,0.03182895869554101
0.4,0.3500000000000001,0.035912532473655716
0.4,0.4,0.040048672602457425
0.4,0.45000000000000007,0.044222631957910444
0.4,0.5,0.04842463204681384
0.5,-0.5,0.041374667599851506
0.5,-0.45,0.037076980100230715
0.5,-0.4,0.03282653986424709
0.5,-0.35,0.02864438718696036
0.5,-0.3,0.02456542380919553
0.5,-0.25,0.020650886380145485
0.5,-0.19999999999999996,0.017014643734071046
0.5,-0.14999999999999997,0.013877212481634928
0.5,-0.09999999999999998,0.011648857578102745
0.5,-0.04999999999999999,0.01090204894690882
0.5,0.0,0.011918615328890603
0.5,0.050000000000000044,0.01432801602549121
0.5,0.10000000000000009,0.01756617849296757
0.5,0.15000000000000002,0.02125768430987383
0.5,0.20000000000000007,0.025204118499584777
0.5,0.25,0.029302661452765083
0.5,0.30000000000000004,0.03349752645854636
0.5,0.3500000000000001,0.03775662221674576
0.5,0.4,0.04206044097898285
0.5,0.45000000000000007,0.046396538677215333
0.5,0.5,0.05075664329777505
0.6000000000000001,-0.5,0.03919068423880957
0.6000000000000001,-0.45,0.0346617002797982
0.6000000000000001,-0.4,0.030171355206355867
0.6000000000000001,-0.35,0.025739878733410493
0.6000000000000001,-0.3,0.021403866775755863
0.6000000000000001,-0.25,0.01723551978383539
0.6000000000000001,-0.19999999999999996,0.013392320374180998
0.6000000000000001,-0.14999999999999997,0.010246893251687235
0.6000000000000001,-0.09999999999999998,0.008602143403785501
0.6000000000000001,-0.04999999999999999,0.009292383681712387
0.6000000000000001,0.0,0.011918615328890603
0.6000000000000001,0.050000000000000044,0.015527777102632069
0.6000000000000001,0.10000000000000009,0.019583763827748513
0.6000000000000001,0.15000000000000002,0.023859782544987367
0.6000000000000001,0.20000000000000007,0.028256116400669516
0.6000000000000001,0.25,0.03272431020699034
0.6000000000000001,0.30000000000000004,0.037238505830920865
0.6000000000000001,0.3500000000000001,0.04178379623773754
0.6000000000000001,0.4,0.04635103464945587
0.6000000000000001,0.45000000000000007,0.05093431722949072
0.6000000000000001,0.5,0.05552967138129649
0.7000000000000001,-0.5,0.03430777137696579
0.7000000000000001,-0.45,0.029781216741651198
0.7000000000000001,-0.4,0.025264330883091525
0.7000000000000001,-0.35,0.02076342481204714
0.7000000000000001,-0.3,0.016291748079282745
0.7000000000000001,-0.25,0.011882346217400265
0.7000000000000001,-0.19999999999999996,0.007643762056709729
0.7000000000000001,-0.14999999999999997,0.004139069427673308
0.7000000000000001,-0.09999999999999998,0.00415987303564421
0.7000000000000001,-0.04999999999999999,0.007677567467390645
0.7000000000000001,0.0,0.011918615328890603
0.7000000000000001,0.050000000000000044,0.01632879637627564
0.7000000000000001,0.10000000000000009,0.020800808672639504
0.7000000000000001,0.15000000000000002,0.02530188811870987
0.7000000000000001,0.20000000000000007,0.02981887479275073
0.7000000000000001,0.25,0.03434549309644357
0.7000000000000001,0.30000000000000004,0.03887837893698807
0.7000000000000001,0.3500000000000001,0.04341556923611964
0.7000000000000001,0.4,0.0479558422512068
0.7000000000000001,0.45000000000000007,0.0524983981712494
0.7000000000000001,0.5,0.05704269160610783
0.8,-0.5,0.032878768483343736
0.8,-0.45,0.028565084541764266
0.8,-0.4,0.02426826678345468
0.8,-0.35,0.01999918924270898
0.8,-0.3,0.01578038174305078
0.8,-0.25,0.011666507851328174
0.8,-0.19999999999999996,0.007824860563087385
0.8,-0.14999999999999997,0.004937971255119457
0.8,-0.09999999999999998,0.005056951383885245
0.8,-0.04999999999999999,0.008049598398649395
0.8,0.0,0.011918615328890603
0.8,0.050000000000000044,0.016041970833864543
0.8,0.10000000000000009,0.020265002960992186
0.8,0.15000000000000002,0.024536298451099968
0.8,0.20000000000000007,0.028834417251816395
0.8,0.25,0.03314892720315711
0.8,0.30000000000000004,0.03747416725007428
0.8,0.3500000000000001,0.041806807189150884
0.8,0.4,0.04614476268779699
0.8,0.45000000000000007,0.05048666358131952
0.8,0.5,0.05483157261588921
0.9,-0.5,0.03700851160645051
0.9,-0.45,0.03285817428833119
0.9,-0.4,0.02875495909641939
0.9,-0.35,0.024722340029778557
0.9,-0.3,0.02080141555991002
0.9,-0.25,0.017069330709813348
0.9,-0.19999999999999996,0.013681505081778227
0.9,-0.14999999999999997,0.010961910443043472
0.9,-0.09999999999999998,0.009502723223198882
0.9,-0.04999999999999999,0.009879189520855286
0.9,0.0,0.011918615328890603
0.9,0.050000000000000044,0.014955492835877762
0.9,0.10000000000000009,0.018505094147470633
0.9,0.15000000000000002,0.02232417124299014
0.9,0.20000000000000007,0.026295571923857834
0.9,0.25,0.030359577611621145
0.9,0.30000000000000004,0.03448346229058434
0.9,0.3500000000000001,0.03864806281268301
0.9,0.4,0.042841506925373966
0.9,0.45000000000000007,0.04705608399492541
0.9,0.5,0.05128658435765559
1.0,-0.5,0.040656663175576035
1.0,-0.45,0.03652304675009013
1.0,-0.4,0.032437966617838064
1.0,-0.35,0.02842235851832783
1.0,-0.3,0.024510391678682467
1.0,-0.25,0.02076073668717395
1.0,-0.19999999999999996,0.017279384433468457
1.0,-0.14999999999999997,0.014264154936717864
1.0,-0.09999999999999998,0.012069596379807892
1.0,-0.04999999999999999,0.011189470431523097
1.0,0.0,0.011918615328890603
1.0,0.050000000000000044,0.014007947216915157
1.0,0.10000000000000009,0.016962070338239234
1.0,0.15000000000000002,0.020408849211568672
1.0,0.20000000000000007,0.02413815388913159
1.0,0.25,0.028037472626182402
1.0,0.30000000000000004,0.03204480176886942
1.0,0.3500000000000001,0.03612421377140302
1.0,0.4,0.04025379947100135
1.0,0.45000000000000007,0.04441956746924527
1.0,0.5,0.048612216854529024
1.1,-0.5,0.04153309045753455
1.1,-0.45,0.03729609740938268
1.1,-0.4,0.03310657881671663
1.1,-0.35,0.028985127908734004
1.1,-0.3,0.024965478541072738
1.1,-0.25,0.02110587590328222
1.1,-0.19999999999999996,0.01751246060568381
1.1,-0.14999999999999997,0.014386102851272753
1.1,-0.09999999999999998,0.01209458697062705
1.1,-0.04999999999999999,0.011164385907591045
1.1,0.0,0.011918615328890603
1.1,0.050000000000000044,0.014089310486443516
1.1,0.10000000000000009,0.017146700807141917
1.1,0.15000000000000002,0.020701580304816523
1.1,0.20000000000000007,0.024538681823292514
1.1,0.25,0.028544417739615885
1.1,0.30000000000000004,0.03265679198150827
1.1,0.3500000000000001,0.03684011048998359
1.1,0.4,0.04107270163095908
1.1,0.45000000000000007,0.04534076860374414
1.1,0.5,0.04963516068123124
1.2000000000000002,-0.5,0.0401319946414532
1.2000000000000002,-0.45,0.03565625670466419
1.2000000000000002,-0.4,0.031223485813660003
1.2000000000000002,-0.35,0.026854967257518323
1.2000000000000002,-0.3,0.022588011030822773
1.2000000000000002,-0.25,0.018493052591024475
1.2000000000000002,-0.19999999999999996,0.014714398452531413
1.2000000000000002,-0.14999999999999997,0.011566322898179725
1.2000000000000002,-0.09999999999999998,0.009684622079858894
1.2000000000000002,-0.04999999999999999,0.009825973750934828
1.2000000000000002,0.0,0.011918615328890603
1.2000000000000002,0.050000000000000044,0.01517573057357398
1.2000000000000002,0.10000000000000009,0.01900783999840555
1.2000000000000002,0.15000000000000002,0.023130908763987202
1.2000000000000002,0.20000000000000007,0.027413968610371788
1.2000000000000002,0.25,0.031792423398864
1.2000000000000002,0.30000000000000004,0.03623170534289627
1.2000000000000002,0.3500000000000001,0.04071192128131409
1.2000000000000002,0.4,0.045220906367044546
1.2000000000000002,0.45000000000000007,0.04975083905601734
1.2000000000000002,0.5,0.05429647665160334
1.3,-0.5,0.03573191037235829
1.3,-0.45,0.031175587925890657
1.3,-0.4,0.026638208529377243
1.3,-0.35,0.02213142634913497
1.3,-0.3,0.017678657140822052
1.3,-0.25,0.013334122086633388
1.3,-0.19999999999999996,0.0076695589376601
1.3,-0.14999999999999997,0.005992797447529348
1.3,-0.09999999999999998,0.005363258072709036
1.3,-0.04999999999999999,0.00800902369360935
1.3,0.0,0.011918615328890603
1.3,0.050000000000000044,0.016201584171132443
1.3,0.10000000000000009,0.02062663994482537
1.3,0.15000000000000002,0.02511880229301536
1.3,0.20000000000000007,0.029647583195273712
1.3,0.25,0.03419843793901574
1.3,0.30000000000000004,0.03876359288146158
1.3,0.3500000000000001,0.04333852923385424
1.3,0.4,0.04792044560196129
1.3,0.45000000000000007,0.052507514744942724
1.3,0.5,0.05709849481512781
1.4000000000000001,-0.5,0.03253077348617712
1.4000000000000001,-0.45,0.02814772828780639
1.4000000000000001,-0.4,0.023771401100467788
1.4000000000000001,-0.35,0.0194063373966959
1.4000000000000001,-0.3,0.015062332833575571
1.4000000000000001,-0.25,0.003595480571025579
1.4000000000000001,-0.19999999999999996,0.0007200133089755934
1.4000000000000001,-0.14999999999999997,0.0010628758657658698
1.4000000000000001,-0.09999999999999998,0.003919287043427857
1.4000000000000001,-0.04999999999999999,0.007703008630623313
1.4000000000000001,0.0,0.011918615328890603
1.4000000000000001,0.050000000000000044,0.016233051441814878
1.4000000000000001,0.10000000000000009,0.020584266934410924
1.4000000000000001,0.15000000000000002,0.024953028868285522
1.4000000000000001,0.20000000000000007,0.02933149795928998
1.4000000000000001,0.25,0.03371589259874498
1.4000000000000001,0.30000000000000004,0.03810416740048669
1.4000000000000001,0.3500000000000001,0.04249512032220234
1.4000000000000001,0.4,0.04688799897065906
1.4000000000000001,0.45000000000000007,0.051282308470919406
1.4000000000000001,0.5,0.055677710038223305
1.5,-0.5,0.035650136013572926
1.5,-0.45,0.031471710841095416
1.5,-0.4,0.027335764498503893
1.5,-0.35,0.023264963145096032
1.5,-0.3,0.019300571274979295
1.5,-0.25,0.015524324298058952
1.5,-0.19999999999999996,0.01211347556463129
1.5,-0.14999999999999997,0.009471377279540895
1.5,-0.09999999999999998,0.008361622860471289
1.5,-0.04999999999999999,0.009346953413972754
1.5,0.0,0.011918615328890603
1.5,0.050000000000000044,0.015296414500333849
1.5,0.10000000000000009,0.019056396662193237
1.5,0.15000000000000002,0.023011980855644376
1.5,0.20000000000000007,0.02707757972986334
1.5,0.25,0.031210229687180083
1.5,0.30000000000000004,0.035386446589037945
1.5,0.3500000000000001,0.039592446492279346
1.5,0.4,0.04381965413215899
1.5,0.45000000000000007,0.048062474023430626
1.5,0.5,0.05231710793054903
1.6,-0.5,0.03989917416051964
1.6,-0.45,0.03577106278324379
1.6,-0.4,0.03169212325900776
1.6,-0.35,0.027684098879241028
1.6,-0.3,0.023782869778837246
1.6,-0.25,0.020050869535976425
1.6,-0.19999999999999996,0.01660261285010427
1.6,-0.14999999999999997,0.013654781134175282
1.6,-0.09999999999999998,0.011595527252526846
1.6,-0.04999999999999999,0.010938755266301482
1.6,0.0,0.011918615328890603
1.6,0.050000000000000044,0.014200257955761783
1.6,0.10000000000000009,0.017275363114341975
1.6,0.15000000000000002,0.020794853342224865
1.6,0.20000000000000007,0.024568487751324797
1.6,0.25,0.028495476225524525
1.6,0.30000000000000004,0.032520311350323086
1.6,0.3500000000000001,0.036610736750228814
1.6,0.4,0.04074700419094927
1.6,0.45000000000000007,0.044916450947843196
1.6,0.5,0.04911062706821051
1.7000000000000002,-0.5,0.04153140648821186
1.7000000000000002,-0.45,0.03734066174347798
1.7000000000000002,-0.4,0.033197448647153655
1.7000000000000002,-0.35,0.029122061338575905
1.7000000000000002,-0.3,0.025147496877879528
1.7000000000000002,-0.25,0.021330190447484368
1.7000000000000002,-0.19999999999999996,0.017771767850069294
1.7000000000000002,-0.14999999999999997,0.014661948137794277
1.7000000000000002,-0.09999999999999998,0.012344553315604075
1.7000000000000002,-0.04999999999999999,0.011317312075578017
1.7000000000000002,0.0,0.011918615328890603
1.7000000000000002,0.050000000000000044,0.013939279493141601
1.7000000000000002,0.10000000000000009,0.016876964090309008
1.7000000000000002,0.15000000000000002,0.020338107181128023
1.7000000000000002,0.20000000000000007,0.024098206846243406
1.7000000000000002,0.25,0.028037239974459383
1.7000000000000002,0.30000000000000004,0.032089380801977534
1.7000000000000002,0.3500000000000001,0.03621668369427322
1.7000000000000002,0.4,0.040396117116073854
1.7000000000000002,0.45000000000000007,0.04461303241192965
1.7000000000000002,0.5,0.04885772535237417
1.8,-0.5,0.040794544085454944
1.8,-0.45,0.03638724735916083
1.8,-0.4,0.032025538852073134
1.8,-0.35,0.027730938179347506
1.8,-0.3,0.023540202866589716
1.8,-0.25,0.019520343102667616
1.8,-0.19999999999999996,0.01580230564961287
1.8,-0.14999999999999997,0.012654973646514186
1.8,-0.09999999999999998,0.010599541371984413
1.8,-0.04999999999999999,0.010311092170624231
1.8,0.0,0.011918615328890603
1.8,0.050000000000000044,0.014817374467741668
1.8,0.10000000000000009,0.018407123784794786
1.8,0.15000000000000002,0.02235746522064815
1.8,0.20000000000000007,0.02650767287614067
1.8,0.25,0.030776998175207643
1.8,0.30000000000000004,0.035122029229491335
1.8,0.3500000000000001,0.039517802100699044
1.8,0.4,0.04394909388935157
1.8,0.45000000000000007,0.04840615094874129
1.8,0.5,0.05288245900865306
1.9000000000000001,-0.5,0.037221048909396426
1.9000000000000001,-0.45,0.03265630133920597
1.9000000000000001,-0.4,0.028119641776980023
1.9000000000000001,-0.35,0.02362725526678129
1.9000000000000001,-0.3,0.01921022723668095
1.9000000000000001,-0.25,0.014935567307454455
1.9000000000000001,-0.19999999999999996,0.010970971350495618
1.9000000000000001,-0.14999999999999997,0.007804226753407336
1.9000000000000001,-0.09999999999999998,0.006685985292468983
1.9000000000000001,-0.04999999999999999,0.008470628353961352
1.9000000000000001,0.0,0.011918615328890603
1.9000000000000001,0.050000000000000044,0.015987743407764213
1.9000000000000001,0.10000000000000009,0.020308007988334542
1.9000000000000001,0.15000000000000002,0.0247482350664309
1.9000000000000001,0.20000000000000007,0.029253850868213773
1.9000000000000001,0.25,0.03379871511763978
1.9000000000000001,0.30000000000000004,0.038368883197903506
1.9000000000000001,0.3500000000000001,0.04295627955692465
1.9000000000000001,0.4,0.047555918771045425
1.9000000000000001,0.45000000000000007,0.05216456237917835
1.9000000000000001,0.5,0.05678001785427175
2.0,-0.5,0.03280088623118508
2.0,-0.45,0.02835210893848685
2.0,-0.4,0.023905874192248638
2.0,-0.35,0.01946392448758796
2.0,-0.3,0.015030059479208576
2.0,-0.25,0.010614415450964901
2.0,-0.19999999999999996,0.006255696500784809
2.0,-0.14999999999999997,0.002303575043556028
2.0,-0.09999999999999998,0.003344244784666771
2.0,-0.04999999999999999,0.007534340336443632
2.0,0.0,0.011918615328890603
2.0,0.050000000000000044,0.01634152056382406
2.0,0.10000000000000009,0.0207784020859357
2.0,0.15000000000000002,0.025221885101610924
2.0,0.20000000000000007,0.029669003671172107
2.0,0.25,0.03411833620691807
2.0,0.30000000000000004,0.038569116507170424
2.0,0.3500000000000001,0.043020895233434976
2.0,0.4,0.047473391506777804
2.0,0.45000000000000007,0.05192642074659619
2.0,0.5,0.056379856667753026
